original,semantic,context
"{'id': 'SP-106', 'question': 'An electric train is going south at 98 mph. The wind is blowing northeast. Which direction is the smoke blowing?', 'answer': ""There is no smoke. it's an electric train!"", 'label': 1, 'choices': ['The train is traveling at a higher speed, which has a significant impact on the direction of the smoke. In this case, smoke is blowing to the opposite direction, north.', ""There is no smoke. it's an electric train!"", "" Wind is blowing northeast and is more powerful than the train's speed, it would overpower the train's forward motion. It would likely cause the smoke to blow in northeast."", 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-106_SR', 'question': 'At 98 mph, an electric train is traveling south. There is a northeast wind. Where is the smoke coming from?', 'answer': ""There is no smoke. it's an electric train!"", 'label': 0, 'choices': [""There is no smoke. it's an electric train!"", "" Wind is blowing northeast and is more powerful than the train's speed, it would overpower the train's forward motion. It would likely cause the smoke to blow in northeast."", 'The train is traveling at a higher speed, which has a significant impact on the direction of the smoke. In this case, smoke is blowing to the opposite direction, north.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-106_CR', 'question': ' A submarine is moving west at a speed of 30 knots. There is a strong current moving east. Where are the trail of bubbles coming from?', 'answer': 'There are no bubbles. Modern submarines are designed to move through water without leaving a trail of bubbles.', 'label': 2, 'choices': ['The current is moving east, the bubbles would be carried by the current towards the west.', 'The submarine is moving west, the bubbles would be carried in the direction opposite to the current.', 'There are no bubbles. Modern submarines are designed to move through water without leaving a trail of bubbles.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-107', 'question': 'There was a farmer who had a problem with his chicken coop, and he wanted to go check it out. When he got there he noticed that there was a rooster on top of the barn. Now the barn was shaped with a triangle-type top. But suddenly the rooster laid an egg. Which side did it roll on?', 'answer': ""It didn't because rosters don't lay eggs."", 'label': 2, 'choices': [' There is a hole in the roof. Furthermore, the egg dropped into the hole.', 'It is possible the egg would roll down the middle of the triangle-shaped top of the barn.', ""It didn't because rosters don't lay eggs."", 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-107_SR', 'question': 'There was a farmer who wanted to go investigate a problem with his chicken coop. As soon as he arrived, he saw a rooster perched atop the barn. Now the barn had a top that resembled a triangle. However, the rooster unexpectedly laid an egg. How did it roll on that side?', 'answer': ""It didn't because rosters don't lay eggs."", 'label': 1, 'choices': ['It is possible the egg would roll down the middle of the triangle-shaped top of the barn.', ""It didn't because rosters don't lay eggs."", ' There is a hole in the roof. Furthermore, the egg dropped into the hole.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-107_CR', 'question': 'A conscientious farmer formerly provided food for his roosters each day, but throughout the years, not a single egg was produced for him. How is it even imaginable?', 'answer': ""Because roosters don't lay eggs."", 'label': 1, 'choices': ['Roosters will eat their own eggs once they were laid.', ""Because roosters don't lay eggs."", 'His neighbor always stolen eggs away from him.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-108', 'question': 'There is a pink single-story house and everything in it is pink. The doors are pink, the windows are pink and the top is pink. What color are the stairs?', 'answer': 'There are no stairs in a single story house.', 'label': 2, 'choices': ['It should be pink as the whole house is in pink.', 'The stairs is uncolored as people always step on that.', 'There are no stairs in a single story house.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-108_SR', 'question': ""The entire single-story home is pink, including the outside. The windows, the top, and the doors are all pink. What are the stair's colors?"", 'answer': 'There are no stairs in a single story house.', 'label': 2, 'choices': ['The stairs is uncolored as people always step on that.', 'It should be pink as the whole house is in pink.', 'There are no stairs in a single story house.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-108_CR', 'question': 'A one-story house is built from red bricks. The doors, windows, and roof are all made of red bricks. What color is the basement?', 'answer': 'There is no basement in a one-story house built on a single floor.', 'label': 0, 'choices': ['There is no basement in a one-story house built on a single floor.', 'The basement is uncolored as the basement is only used for storing stuffs.', 'It should be red as the whole house is in red.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}"
"{'id': 'SP-109', 'question': 'Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?', 'answer': ""There was the father, his son, and his son's son."", 'label': 0, 'choices': [""There was the father, his son, and his son's son."", 'Two sons shared the same fish.', 'One father gave his fish to his son.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-109_SR', 'question': 'One day, two dads and two sons went fishing. They were there all day and barely caught three fish. One father stated, ""That is enough for all of us; we will each have one."" How is this possible?', 'answer': ""There was the father, his son, and his son's son."", 'label': 2, 'choices': ['One father gave his fish to his son.', 'Two sons shared the same fish.', ""There was the father, his son, and his son's son."", 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-109_CR', 'question': 'There were two bosses and two employees in a meeting room discussing different tasks. At the end of the meeting, there three tasks for all the people in that meeting. How is that possible', 'answer': ""There was one boss with his employee, and that employee was somebody else's boss."", 'label': 0, 'choices': [""There was one boss with his employee, and that employee was somebody else's boss."", 'Two employees shared the same task.', 'One boss gaves his fish to his employee.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-110', 'question': 'A bus driver was heading down a street in Colorado. He went right past a stop sign without stopping, he turned left where there was a ""no left turn"" sign, and he went the wrong way on a one-way street. Then he went on the left side of the road past a cop car. Still - he didn\'t break any traffic laws. Why not?', 'answer': 'He was walking.', 'label': 1, 'choices': ['He tried to get away from the police.', 'He was walking.', 'There was no police in that cop car.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-110_SR', 'question': 'A bus driver was driving along a Colorado roadway. He drove straight through a stop sign, turned left when there was a ""no left turn"" sign, and traveled the opposite way on a one-way street. He then drove on the left side of the road, passing a police cruiser. Nonetheless, he did not violate any traffic laws. So why not?', 'answer': 'He was walking.', 'label': 1, 'choices': ['He tried to get away from the police.', 'He was walking.', 'There was no police in that cop car.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-110_CR', 'question': 'A thief was walking down the street. He walked past the security guards and also the people whom he had stolen from. Nevertheless, nobody was catching him. So why not?', 'answer': 'At that time, he was just walking down the street. He stolen from others previously.', 'label': 1, 'choices': ['He tried to get away from the security and succeeded in the end.', 'At that time, he was just walking down the street. He stolen from others previously.', 'The people whom he had stolen is kind and rich.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}"
"{'id': 'SP-111', 'question': 'A pet shop owner had a parrot with a sign on its cage that said ""Parrot repeats everything it hears"". Davey bought the parrot and for two weeks he spoke to it and it didn\'t say a word. He returned the parrot but the shopkeeper said he never lied about the parrot. How can this be?', 'answer': 'The parrot was deaf.', 'label': 0, 'choices': ['The parrot was deaf.', 'The parrot was tired.', 'Davey was deaf.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-111_SR', 'question': 'A pet store owner had a parrot with the sign ""Parrot repeats everything it hears"" on its cage. Davey bought the parrot and chatted to it for two weeks without it saying anything. He returned the parrot, but the shopkeeper said he had never lied about it. How is this possible?', 'answer': 'The parrot was deaf.', 'label': 0, 'choices': ['The parrot was deaf.', 'Davey was deaf.', 'The parrot was tired.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-111_CR', 'question': ""There was an employee that told on his resume that he will do anything that he will be told be to. Nonetheless, on the first day of job in the manufacturing company, his boss was really annoyed as he wasn't doing anything his boss was showing him to do. What was the problem ? "", 'answer': 'The man was blind and they had to explicitly tell him what to do not to show him ', 'label': 1, 'choices': ['The man thought the first day of the job should be a hoilday.', 'The man was blind and they had to explicitly tell him what to do not to show him ', ""The man was tired and doesn't want to anything anymore."", 'None of above.'], 'choice_order': [2, 0, 1, 3]}"
"{'id': 'SP-112', 'question': 'How can you leave a room with two legs and return with six legs?', 'answer': 'Bring a chair back with you.', 'label': 2, 'choices': [""You're walking back upside down."", 'Bring another man back with you.', 'Bring a chair back with you.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-112_SR', 'question': 'How can you leave a room with two legs and return with six legs?', 'answer': 'Bring a chair back with you.', 'label': 0, 'choices': ['Bring a chair back with you.', ""You're walking back upside down."", 'Bring another man back with you.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-112_CR', 'question': 'How can you leave your office with two legs and come back with a dog but still two legs', 'answer': ""You're carrying the dog yourself. "", 'label': 2, 'choices': [""You're walking back upside down."", ""You're riding on the dog yourself. "", ""You're carrying the dog yourself. "", 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-113', 'question': 'Some months have 30 days, some months have 31 days. How many have 28?', 'answer': 'They all do.', 'label': 2, 'choices': ['Two, the first and end month of the year.', 'One, February.', 'They all do.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-113_SR', 'question': 'Some months have 30 days, while others have 31. How many people have 28?', 'answer': 'They all do.', 'label': 0, 'choices': ['They all do.', 'One, February.', 'Two, the first and end month of the year.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-113_CR', 'question': 'Some animals have four legs and some only have two, Which one of them have one leg?', 'answer': 'All of them have one leg', 'label': 2, 'choices': ['All mammals have one leg.', 'All fishes have one leg.', 'All of them have one leg', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-114', 'question': 'Two students attend the same school, have the same teacher, and were born on the same day of the same month, but they are not siblings. How can this be possible?', 'answer': 'They were not born in the same year.', 'label': 0, 'choices': ['They were not born in the same year.', 'One student ran away from home at a young age.', 'One student had a bad academic grades and broken up with his parents.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-114_SR', 'question': 'Although they were\xa0born on the same day of the same month, two students who go to the same school and share a teacher are not related. How is this even conceivable?', 'answer': 'They were not born in the same year.', 'label': 0, 'choices': ['They were not born in the same year.', 'One student ran away from home at a young age.', 'One student had a bad academic grades and broken up with his parents.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-114_CR', 'question': 'Two men were working in the same store with the same shift and same tasks given to them, however they were not seeing each other at all. How can this be possible?', 'answer': 'They were living in different periods of time and both working in that store.', 'label': 2, 'choices': ['They were too busy to see each other.', ""They both didn't focus on their work."", 'They were living in different periods of time and both working in that store.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-115', 'question': 'A man was just doing his job when his suit was torn. Why did he die three minutes later?', 'answer': 'He was an astronaut on a space walk, doing repairs.', 'label': 2, 'choices': [""His suit was so expensive that he couldn't  aford to buy a new one."", ""He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'He was an astronaut on a space walk, doing repairs.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-115_SR', 'question': 'A guy was just going about his business when his suit was ripped. Why did he pass away three minutes later?', 'answer': 'He was an astronaut on a space walk, doing repairs.', 'label': 2, 'choices': [""His suit was so expensive that he couldn't  aford to buy a new one."", ""He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'He was an astronaut on a space walk, doing repairs.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-115_CR', 'question': 'A man was swimming in a sea, when he had a small injury and he lost only a small amount of blood, a minute later, he died in a painful way', 'answer': 'When he started bleeding, a shark noticed and ate him.', 'label': 2, 'choices': [""The wound won't heal in the sea. He was so afraid of dying and scared himself."", ""He never get hurt before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'When he started bleeding, a shark noticed and ate him.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-116', 'question': 'How can you physically stand behind your friend as he physically stands behind you?', 'answer': 'By standing back to back.', 'label': 1, 'choices': ['With the help of optical illusions.', 'By standing back to back.', 'By standing stand upside down.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-116_SR', 'question': 'How can you stand physically behind your friend while he stands physically behind you?', 'answer': 'By standing back to back.', 'label': 0, 'choices': ['By standing back to back.', 'With the help of optical illusions.', 'By standing stand upside down.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-116_CR', 'question': ""Two men are using a ladder but both are face-to-face and can't pass each other. How's that physically possible ? "", 'answer': 'The ladder is set horizontally and two people are hanging from it one going from left to right and the other one from right to left', 'label': 1, 'choices': ['With the help of optical illusions,both you and your friend can not pass each other.', 'The ladder is set horizontally and two people are hanging from it one going from left to right and the other one from right to left', 'The two man are using the ladder alternatively.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}"
"{'id': 'SP-117', 'question': 'Who can shave three times a day and still grow a beard?', 'answer': 'A barber.', 'label': 1, 'choices': ['A woman.', 'A barber.', 'A superstar.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-117_SR', 'question': 'Who can shave three times a day and maintain a beard?', 'answer': 'A barber.', 'label': 2, 'choices': ['A woman.', 'A superstar.', 'A barber.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-117_CR', 'question': ""A man goes to a restaurant everyday but he does't pay at all. How's that possible?"", 'answer': 'He works there in the restaurant.', 'label': 1, 'choices': ['He is a superstar.', 'He works there in the restaurant.', 'He always finish the dish without any waste.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-118', 'question': ""All the electricity was out in town and none of the street lights or traffic signals had power. A dark limousine was cruising down the newly paved blacktop, with its headlights off. A young boy dressed totally in black (with no reflector) stepped out to cross the street. The moon wasn't out and the boy had no flashlight, yet the driver stopped to let the boy cross the street. How did the driver see the boy?"", 'answer': 'The driver saw the boy because it was during the daylight hours.', 'label': 0, 'choices': ['The driver saw the boy because it was during the daylight hours.', 'The driver was good at listening.', 'The driver was paying much attention on the road.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-118_SR', 'question': 'There was no power in town, and none of the street lights or traffic signals worked. A dark limousine sped down the recently laid blacktop, headlights turned off. A little youngster in complete black (no reflectors) went out to cross the roadway. Despite the fact that the moon was not out and the youngster had no flashlight, the motorist stopped to let the boy to cross the street. How did the driver notice the youngster?', 'answer': 'The driver saw the boy because it was during the daylight hours.', 'label': 1, 'choices': ['The driver was paying much attention on the road.', 'The driver saw the boy because it was during the daylight hours.', 'The driver was good at listening.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-118_CR', 'question': 'The sea was really stormy, it was raining heavily and it was a cold night, however the crew were completely comfortable and warm. How is that possible? ', 'answer': 'The crew were not cruising in the sea.', 'label': 1, 'choices': ['The crew could understand the extreme whether.', 'The crew were not cruising in the sea.', 'The crew finally got their monthly salary.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}"
"{'id': 'SP-119', 'question': ""Four cars come to a four way stop, all coming from a different direction. They can't decide who got there first, so they all go forward at the same time. They do not crash into each other, but all four cars go. How is this possible?"", 'answer': 'They all made right-hand turns.', 'label': 0, 'choices': ['They all made right-hand turns.', 'They decided to drive reversely with their rears forward first.', 'Their cars have different heights that can drive beyond each other.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-119_SR', 'question': ""Four automobiles, each approaching from a separate direction, arrive to a four-way stop. They can't decide who arrived first, so they all proceed at the same time. They do not collide, but all four automobiles are destroyed. What makes this possible?"", 'answer': 'They all made right-hand turns.', 'label': 2, 'choices': ['Their cars have different heights that can drive beyond each other.', 'They decided to drive reversely with their rears forward first.', 'They all made right-hand turns.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-119_CR', 'question': ""10 people are sitting on a table and all are stealthy taking food off of other people's plates. After they get up from the table, nobody is hungry and all have eaten the same amount. How's that possible? "", 'answer': 'They were sitting on the rounded table and all of them were doing the same thing.', 'label': 2, 'choices': ['There were no food on the table.', 'There were enough food in each plate even if it was stolen.', 'They were sitting on the rounded table and all of them were doing the same thing.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
"{'id': 'SP-120', 'question': 'A cop was walking past a restaurant when he heard someone scream - ""No John, not the gun!"" He ran inside and and saw a doctor, a lawyer, a milan, and a dead body on the floor. He promptly walked over to the milan and arrested him. He didn\'t witness the shooting and there was no apparent evidence to prove who shot the person and no one told him who the killer was. How did the policeman instantly know it was the milan?', 'answer': 'The milan was the only male. The doctor and lawyer were females.', 'label': 2, 'choices': [""The policeman thought a doctor or a lawyer wouldn't have the name John."", 'The dead man was the relative of both doctor and lawyer.', 'The milan was the only male. The doctor and lawyer were females.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-120_SR', 'question': 'When a cop was going through a restaurant, he heard someone yell, ""No John, not the gun!"" He dashed inside, where he discovered a doctor, a lawyer, a priest, and a dead corpse on the floor. He quickly approached the man and arrested him. He was not present when the shooting occurred, there was no obvious evidence to indicate who shot the guy, and no one notified him who the killer was. How did the cop recognize the milan so quickly?', 'answer': 'The milan was the only male. The doctor and lawyer were females, so the cop knew that ""John"" was the milan.', 'label': 0, 'choices': ['The milan was the only male. The doctor and lawyer were females, so the cop knew that ""John"" was the milan.', ""The policeman think a doctor or a lawyer won't have name John."", 'The dead man was the relative of both doctor and lawyer.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-120_CR', 'question': 'Mark was in a playground where somebody noticed a great player playing and with the announcements, gathered a lot of people. There were many great players from basketball, volleyball, football, and even swimmers, But Mark directly went to the footballer and took a photo with him. How did he know who was the person that people got excited for in the first place ?', 'answer': ""Since the playground was a football playground and the other players could've not been playing in the playground at the time of the announcement"", 'label': 2, 'choices': ['Since Mark was a crazy fan of football, only a football player can be considered as great player in his mind.', ""Since Mark stood closest to the football players, he only focused on football players and didn't notice others."", ""Since the playground was a football playground and the other players could've not been playing in the playground at the time of the announcement"", 'None of above.'], 'choice_order': [1, 2, 0, 3]}"
"{'id': 'SP-121', 'question': 'You are on an island in the middle of a lake. The lake is in a remote part of the country and there has never been a bridge connecting the island to the mainland. Every day a tractor and wagon gives hay rides around the island. Puzzle as to how the tractor had gotten onto the island, you ask around and find out that the tractor was not transported to the island by boat or by air. Nor was it built on the island. Explain how the tractor got there?', 'answer': 'It was driven over in winter, when the lake was frozen.', 'label': 1, 'choices': ['The pieces of tractor is floating over the lake, people collect them and create it. ', 'It was driven over in winter, when the lake was frozen.', 'The pieces of tractor will fall within hail to the island.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-121_SR', 'question': ""You've found yourself on an island in the midst of a lake. The lake is in a remote area of the country, and no bridge has ever connected the island to the mainland. A tractor and wagon provide daily hay rides around the island. You inquire as to how the tractor arrived onto the island and discover that it was not carried to the island by boat or plane. It was also not constructed on the island. How did the tractor get there?"", 'answer': 'It was driven over in winter, when the lake was frozen.', 'label': 2, 'choices': ['The pieces of tractor will fall within hail to the island.', 'The pieces of tractor is floating over the lake, people collect them and create it. ', 'It was driven over in winter, when the lake was frozen.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-121_CR', 'question': ""You're visiting a village in Vietnam that you see a lot of small boats grounded, but you're wondering how they're always using their boats and now you see no water around them. how's that possible?"", 'answer': 'The tide makes the boats to float again and the issues get resolved at that time. ', 'label': 0, 'choices': ['The tide makes the boats to float again and the issues get resolved at that time. ', 'People in village use the boat to store water because water is rare.', 'People in village use the boat to store fruits because it is cheap.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-122', 'question': 'Two dogs are sitting on a porch - a fat dog and a thin dog. The little dog is the son of the fat dog, but the fat dog is not the father of the thin dog. Can you explain?', 'answer': 'The fat dog is the mother.', 'label': 0, 'choices': ['The fat dog is the mother.', 'The fat dog was the father when it is thin.', 'The fat dog is not a responsible father as he eat all the food.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}","{'id': 'SP-122_SR', 'question': ""A large dog and a slim dog are sitting on a porch. The small dog is the fat dog's kid, but the fat dog is not the thin dog's father. Could you please explain?"", 'answer': 'The fat dog is the mother.', 'label': 1, 'choices': ['The fat dog is not a responsible father as he eat all the food.', 'The fat dog is the mother.', 'The fat dog was the father when it is thin.', 'None of above.'], 'choice_order': [2, 0, 1, 3]}","{'id': 'SP-122_CR', 'question': 'In a small village, two farmers are working in their fields - a diligent farmer and a lazy farmer. The hardworking farmer is the son of the lazy farmer, but the lazy farmer is not the father of the hardworking farmer. Can you explain this unusual relationship?', 'answer': 'The lazy farmer is his mother', 'label': 1, 'choices': ['The diligent farmer devoted himself to the farmering and gradually forget his father.', 'The lazy farmer is his mother', 'The lazy farmer is not a responsible father as he is lazy.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-123', 'question': 'Two entries were on duty outside a barracks. One faced up the road to watch for anyone approaching from the North. The other looked down the road to see if anyone approached from the South. Suddenly one of them said to the other, ""Why are you smiling?"" How did he know that his companion was', 'answer': 'Although the guards were looking in opposite directions, they were not back to back. They were facing each other.', 'label': 0, 'choices': ['Although the guards were looking in opposite directions, they were not back to back. They were facing each other.', ""The smiling guard's action is such big that even the guard behind him can see it."", 'One of the guards had an unusual vision so he can see what happend behind him.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-123_SR', 'question': 'Two entries were stationed outside of a barracks. One was looking up the road for anyone arriving from the north. The other checked the road to see if anyone was approaching from the south. ""Why are you smiling?"" one of them asked the other. How did he find out who his partner was?', 'answer': 'Although the guards were looking in opposite directions, they were not back to back. They were facing each other.', 'label': 2, 'choices': [""The smiling guard's action is such big that even the guard behind him can see it."", 'One of the guards had an unusual vision so he can see what happend behind him.', 'Although the guards were looking in opposite directions, they were not back to back. They were facing each other.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-123_CR', 'question': ""Two fish in a tank were swimming in the opposite directions, but they were seeing each other every couple of few minutes. How's that possible?"", 'answer': 'The fish tank was like a ring.', 'label': 0, 'choices': ['The fish tank was like a ring.', 'Fish had an unusual vision so they can see what happend behind them.', 'Water in the tank can reflect each other in some degree.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-124', 'question': 'A man was born in 1898. He is still alive now at the age 33  How is this possible ?', 'answer': 'he was born in room 1898 in the hospital.', 'label': 1, 'choices': ['He never celebrate his birthday after 33 years old.', 'he was born in room 1898 in the hospital.', 'His birthday is February 29th, which is celebrated every four years.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-124_SR', 'question': 'In 1898, a guy was born. He is still living at the age of 33.  How is this even possible?', 'answer': 'he was born in room 1898 in the hospital.', 'label': 1, 'choices': ['He never celebrate his birthday after 33 years old.', 'he was born in room 1898 in the hospital.', 'His birthday is February 29th, which is celebrated every four years.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-124_CR', 'question': ""A man went to Italy to celebrate his birthday, but he only had his phone with himself. How's this even possible?"", 'answer': 'Italy was name of the restaurant he was celebrating his birthday in.', 'label': 0, 'choices': ['Italy was name of the restaurant he was celebrating his birthday in.', 'He put all visa materials in his phone.', 'His phone still has signal at Italy.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-125', 'question': 'A man is late for an appointment and, in his haste, takes a corner so fast that only two wheels were on the pavement. A policeman is standing on the corner, but he did not give him a ticket. Why?', 'answer': 'He was on a motorcycle.', 'label': 0, 'choices': ['He was on a motorcycle.', 'The two car wheels was large enough to support the him.', 'The policeman was superised by his driving skill.', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-125_SR', 'question': ""A man is late for an appointment and takes a bend so quickly that just two wheels are on the pavement. A cop is waiting on the corner, but he hasn't issued him a ticket. Why?"", 'answer': 'He was on a motorcycle.', 'label': 2, 'choices': ['The two car wheels was large enough to support the him.', 'The policeman was superised by his driving skill.', 'He was on a motorcycle.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}","{'id': 'SP-125_CR', 'question': 'A thief was running when he passed a policeman as well, but nobody stopped him. Why?', 'answer': ""Although he was a thief, he wasn't stealing something at that time"", 'label': 1, 'choices': ['He was running so fast that no one can catch him.', ""Although he was a thief, he wasn't stealing something at that time"", 'The people whom he had stolen is kind and rich.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}"
"{'id': 'SP-126', 'question': 'Four men sat down to play, They played all night till the break of day. They played for gold and not for fun, With separate scores for every one. When they had come to square accounts, They all had made quite fair amounts. Can you explain the paradox, If no one lost, how all could gain?', 'answer': 'The men were musicians..', 'label': 0, 'choices': ['The men were musicians..', 'The men were pokers..', 'The men were miners..', 'None of above.'], 'choice_order': [0, 2, 1, 3]}","{'id': 'SP-126_SR', 'question': 'Four men sat down to play, and they played all night until the sun came up. They played for gold, not for pleasure, with individual scores for everyone. They had all earned good money when it came to square accounts. Can you explain the paradox: If no one loses, how can everyone win?', 'answer': 'The men were musicians..', 'label': 1, 'choices': ['The men were miners..', 'The men were musicians..', 'The men were pokers..', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-126_CR', 'question': 'A group of people were shooting each other. They shot their friends in heads and also in other parts of the bodies. They had a lot of pain but nobody died. How is that possible? ', 'answer': 'They were using fake guns like in paint ball', 'label': 0, 'choices': ['They were using fake guns like in paint ball', 'No one was seriously injured.', 'There was a hospital nearby.', 'None of above.'], 'choice_order': [0, 1, 2, 3]}"
"{'id': 'SP-127', 'question': 'Imagine Johnny, a party clown, is carrying three pieces of gold each piece weighing one kilogram. While taking a walk he comes to a bridge that has a sign posted saying the bridge could hold only a maximum of 80 kilograms. John weighs 78 kilograms and the gold weighs three kilograms. Johnny reads the sign and still safely crossed the bridge with all the gold. How did he manage this?', 'answer': 'Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'label': 2, 'choices': ['Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.', 'Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.', 'Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'None of above.'], 'choice_order': [1, 2, 0, 3]}","{'id': 'SP-127_SR', 'question': 'Imagine Johnny, a party clown, is clutching three gold coins, each weighing one kilogram. While walking, he comes upon a bridge with a sign stating that it can only handle a maximum of 80 kilos. The gold weighs three kilos and John weighs 78 pounds. Johnny reads the notice and crosses the bridge safely with all of the riches. How did he pull it off?', 'answer': 'Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'label': 1, 'choices': ['Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.', 'Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.', 'None of above.'], 'choice_order': [1, 0, 2, 3]}","{'id': 'SP-127_CR', 'question': 'Picture Robert, an adept circus performer, carrying five silver spheres, each weighing two kilograms. While trekking, he stumbles upon a rickety old bridge with a sign pronouncing that it can only bear a maximum of 90 kilograms. The silver spheres weigh ten kilograms and Robert weighs 81 kilograms. Robert sees the sign and crosses the bridge securely with all his treasures. How did he manage to do this?', 'answer': 'Robert is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'label': 2, 'choices': ['Robert sank the silver sphere to the bottom of the river and left a mark so that he could find it later.', 'Robert burried one silver sphere in the start of the bridge and make sure the location is private enough that no one can find.', 'Robert is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'None of above.'], 'choice_order': [2, 1, 0, 3]}"
